order,cited_count,year,subject,country
771,4,"['2021~1', '2020~2', '2019~1']","['Medicine~3', 'Agricultural and Biological Sciences~2', 'Environmental Science~1', 'Immunology and Microbiology~1']",[]
772,4,"['2023~1', '2022~1', '2020~1', '2019~1']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~2', 'Engineering~1', 'Environmental Science~1', 'Physics and Astronomy~1', 'Social Sciences~1']","['Indonesia~2', 'Brazil~1', 'Undefined~1']"
773,4,"['2022~1', '2021~1', '2020~1', '2019~1']","['Computer Science~4', 'Decision Sciences~1', 'Engineering~1', 'Materials Science~1', 'Mathematics~1', 'Neuroscience~1', 'Physics and Astronomy~1']","['China~1', 'India~1', 'Indonesia~1', 'United States~1']"
774,4,"['2021~2', '2019~1', '2018~1']","['Computer Science~3', 'Engineering~3', 'Decision Sciences~1', 'Earth and Planetary Sciences~1', 'Physics and Astronomy~1']","['China~1', 'Germany~1', 'Japan~1', 'Thailand~1', 'United States~1']"
775,4,"['2023~1', '2022~1', '2021~1', '2020~1']","['Energy~4', 'Engineering~4', 'Mathematics~1', 'Social Sciences~1']","['Malaysia~1', 'Portugal~1', 'Spain~1', 'United States~1']"
776,4,"['2023~1', '2021~2', '2020~1']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Multidisciplinary~1', 'Neuroscience~1', 'Pharmacology, Toxicology and Pharmaceutics~1']",[]
777,4,"['2024~1', '2021~1', '2020~1', '2019~1']","['Earth and Planetary Sciences~2', 'Environmental Science~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Energy~1', 'Health Professions~1', 'Medicine~1']","['Thailand~4', 'Indonesia~2']"
778,4,"['2023~1', '2021~2', '2020~1']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Earth and Planetary Sciences~1', 'Environmental Science~1', 'Health Professions~1', 'Medicine~1']","['Argentina~1', 'China~1', 'Indonesia~1', 'Poland~1']"
779,4,"['2020~1', '2019~3']",['Energy~4'],[]
780,4,"['2024~3', '2023~1']","['Engineering~4', 'Computer Science~3', 'Materials Science~3', 'Energy~2', 'Decision Sciences~1', 'Mathematics~1']","['Thailand~2', 'Algeria~1', 'China~1', 'Japan~1']"
781,4,"['2023~1', '2022~1', '2021~2']","['Agricultural and Biological Sciences~4', 'Environmental Science~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Earth and Planetary Sciences~1', 'Energy~1', 'Social Sciences~1']","['Brazil~1', 'Canada~1', 'Ireland~1', 'Italy~1', 'South Korea~1', 'United Kingdom~1', 'United States~1']"
782,4,"['2023~2', '2021~1', '2020~1']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemistry~2', 'Chemical Engineering~1']","['China~1', 'India~1', 'Portugal~1', 'United States~1']"
783,4,['2021~4'],"['Computer Science~3', 'Engineering~3', 'Mathematics~2', 'Chemistry~1', 'Energy~1', 'Physics and Astronomy~1']",[]
784,4,"['2024~1', '2023~1', '2022~1', '2020~1']","['Materials Science~3', 'Engineering~2', 'Chemical Engineering~1', 'Chemistry~1', 'Physics and Astronomy~1']","['China~1', 'Germany~1', 'Indonesia~1', 'Malaysia~1']"
785,4,"['2023~2', '2021~1', '2020~1']","['Earth and Planetary Sciences~3', 'Environmental Science~3', 'Agricultural and Biological Sciences~1', 'Energy~1', 'Engineering~1']","['Thailand~3', 'Viet Nam~1']"
786,4,"['2022~2', '2021~1', '2019~1']","['Energy~2', 'Environmental Science~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Computer Science~1', 'Engineering~1', 'Immunology and Microbiology~1', 'Medicine~1', 'Social Sciences~1']","['China~1', 'Germany~1', 'India~1', 'Malaysia~1', 'Nigeria~1', 'United Kingdom~1']"
787,4,"['2023~1', '2022~2', '2021~1']","['Agricultural and Biological Sciences~4', 'Biochemistry, Genetics and Molecular Biology~2']","['United Kingdom~1', 'United States~1']"
788,4,"['2024~1', '2021~1', '2020~1', '2019~1']","['Agricultural and Biological Sciences~3', 'Veterinary~3', 'Chemistry~1']",[]
789,4,"['2022~3', '2020~1']","['Business, Management and Accounting~3', 'Economics, Econometrics and Finance~2', 'Social Sciences~2']","['Australia~1', 'India~1', 'Malaysia~1', 'Netherlands~1', 'Qatar~1', 'Thailand~1']"
790,4,"['2023~1', '2022~2', '2021~1']","['Agricultural and Biological Sciences~2', 'Medicine~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Environmental Science~1']","['Czech Republic~2', 'China~1', 'Kazakhstan~1']"
791,4,"['2023~1', '2022~1', '2020~2']","['Environmental Science~4', 'Agricultural and Biological Sciences~3', 'Social Sciences~3']","['Indonesia~2', 'Singapore~2', 'Mexico~1', 'Russian Federation~1', 'United States~1', 'Viet Nam~1']"
792,4,"['2022~1', '2021~1', '2019~2']","['Chemistry~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Materials Science~2', 'Chemical Engineering~1', 'Engineering~1', 'Physics and Astronomy~1']","['Thailand~2', 'Turkey~2', 'United Kingdom~1']"
793,4,"['2024~1', '2023~1', '2022~1', '2020~1']","['Agricultural and Biological Sciences~4', 'Biochemistry, Genetics and Molecular Biology~1', 'Environmental Science~1', 'Neuroscience~1', 'Veterinary~1']",[]
794,4,"['2024~1', '2023~2', '2021~1']","['Agricultural and Biological Sciences~3', 'Immunology and Microbiology~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Business, Management and Accounting~1', 'Medicine~1']","['China~3', 'India~1', 'Netherlands~1']"
795,4,"['2024~1', '2020~2', '2019~1']","['Agricultural and Biological Sciences~4', 'Decision Sciences~1', 'Environmental Science~1']",[]
796,4,"['2024~1', '2023~2', '2022~1']","['Biochemistry, Genetics and Molecular Biology~4', 'Immunology and Microbiology~3', 'Agricultural and Biological Sciences~2', 'Chemical Engineering~2']","['China~1', 'Egypt~1', 'India~1', 'Mexico~1', 'Portugal~1', 'United States~1']"
797,4,"['2024~1', '2023~1', '2022~1', '2020~1']","['Agricultural and Biological Sciences~2', 'Environmental Science~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Energy~1', 'Materials Science~1']",[]
798,4,"['2022~1', '2021~1', '2020~1', '2019~1']","['Biochemistry, Genetics and Molecular Biology~2', 'Agricultural and Biological Sciences~1', 'Medicine~1', 'Neuroscience~1', 'Pharmacology, Toxicology and Pharmaceutics~1', 'Veterinary~1']","['China~2', 'Iran~1', 'Japan~1', 'Thailand~1']"
799,4,"['2024~2', '2020~1', '2019~1']","['Materials Science~3', 'Chemical Engineering~2', 'Engineering~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Earth and Planetary Sciences~1', 'Environmental Science~1', 'Physics and Astronomy~1']","['China~2', 'France~1', 'India~1', 'Indonesia~1', 'Pakistan~1', 'Saudi Arabia~1']"
800,4,"['2021~1', '2020~3']","['Chemical Engineering~3', 'Energy~2', 'Engineering~2', 'Chemistry~1', 'Environmental Science~1', 'Materials Science~1']","['India~3', 'China~1']"
801,4,"['2024~1', '2020~3']","['Agricultural and Biological Sciences~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Medicine~1']","['Thailand~2', 'Australia~1', 'China~1', 'Czech Republic~1', 'Indonesia~1', 'Japan~1', 'Sweden~1']"
802,4,"['2023~1', '2022~1', '2020~1', '2019~1']","['Business, Management and Accounting~3', 'Decision Sciences~2', 'Social Sciences~2', 'Health Professions~1', 'Medicine~1', 'Psychology~1']","['China~1', 'Greece~1', 'Iran~1', 'Thailand~1']"
803,4,"['2024~1', '2023~1', '2022~1', '2019~1']","['Chemistry~3', 'Materials Science~3', 'Chemical Engineering~2', 'Energy~1']","['China~3', 'Spain~1']"
804,4,"['2021~2', '2020~1', '2019~1']","['Veterinary~3', 'Agricultural and Biological Sciences~2', 'Immunology and Microbiology~1', 'Medicine~1']",[]
805,4,"['2024~1', '2023~1', '2022~1', '2020~1']","['Agricultural and Biological Sciences~2', 'Mathematics~2', 'Biochemistry, Genetics and Molecular Biology~1']","['China~1', 'India~1', 'Taiwan~1', 'United States~1']"
806,4,"['2021~3', '2019~1']","['Veterinary~4', 'Agricultural and Biological Sciences~1']","['United States~2', 'Canada~1', 'China~1', 'Mexico~1']"
807,4,"['2023~1', '2022~1', '2020~1', '2018~1']","['Chemistry~4', 'Chemical Engineering~1', 'Energy~1', 'Materials Science~1']","['Australia~1', 'Chile~1', 'Colombia~1', 'Germany~1', 'India~1', 'Mexico~1', 'Thailand~1']"
808,4,"['2024~1', '2023~2', '2022~1']","['Agricultural and Biological Sciences~3', 'Biochemistry, Genetics and Molecular Biology~1', 'Earth and Planetary Sciences~1', 'Environmental Science~1', 'Neuroscience~1']","['Malaysia~2', 'Australia~1', 'China~1', 'India~1', 'Ireland~1', 'Japan~1', 'Nigeria~1', 'Saudi Arabia~1', 'Spain~1', 'Thailand~1']"
809,4,"['2022~2', '2021~2']","['Agricultural and Biological Sciences~3', 'Earth and Planetary Sciences~3', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Thailand~2', 'China~1', 'France~1', 'Kuwait~1', 'Portugal~1', 'United States~1']"
810,4,"['2022~2', '2021~1', '2019~1']","['Materials Science~3', 'Engineering~2', 'Physics and Astronomy~2', 'Chemistry~1']","['Malaysia~3', 'Turkey~1']"
811,4,"['2022~2', '2021~2']","['Engineering~3', 'Materials Science~3', 'Physics and Astronomy~2']",[]
812,4,"['2023~1', '2021~1', '2019~1', '2018~1']","['Materials Science~4', 'Chemical Engineering~3', 'Engineering~2', 'Physics and Astronomy~1']","['Thailand~2', 'Brazil~1', 'Saudi Arabia~1']"
813,4,"['2022~2', '2021~1', '2020~1']","['Social Sciences~2', 'Computer Science~1', 'Engineering~1', 'Mathematics~1', 'Physics and Astronomy~1']","['Denmark~1', 'Hungary~1', 'Indonesia~1', 'Singapore~1', 'Thailand~1', 'United States~1']"
814,4,"['2023~1', '2022~1', '2020~2']","['Economics, Econometrics and Finance~4', 'Business, Management and Accounting~2']","['Thailand~3', 'Georgia~1', 'Germany~1']"
815,4,"['2024~1', '2022~1', '2019~2']","['Materials Science~3', 'Engineering~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Environmental Science~1']",[]
816,4,"['2024~1', '2023~2', '2020~1']","['Business, Management and Accounting~4', 'Decision Sciences~1', 'Economics, Econometrics and Finance~1', 'Social Sciences~1']","['China~3', 'Taiwan~3', 'United Arab Emirates~2', 'Thailand~1', 'Viet Nam~1']"
817,4,"['2024~1', '2023~1', '2022~2']","['Agricultural and Biological Sciences~2', 'Immunology and Microbiology~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Health Professions~1', 'Medicine~1', 'Pharmacology, Toxicology and Pharmaceutics~1', 'Social Sciences~1']","['India~1', 'Italy~1', 'Malaysia~1', 'Spain~1', 'United States~1']"
818,4,"['2024~1', '2022~2', '2021~1']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Materials Science~1', 'Medicine~1', 'Multidisciplinary~1']","['Thailand~3', 'Canada~1', 'China~1']"
819,4,"['2024~1', '2022~1', '2021~1', '2020~1']","['Agricultural and Biological Sciences~2', 'Multidisciplinary~2', 'Earth and Planetary Sciences~1', 'Environmental Science~1']",[]
820,4,"['2022~3', '2021~1']","['Agricultural and Biological Sciences~3', 'Veterinary~3']",[]
821,4,"['2023~2', '2022~1', '2021~1']","['Social Sciences~2', 'Agricultural and Biological Sciences~1', 'Business, Management and Accounting~1', 'Economics, Econometrics and Finance~1', 'Energy~1', 'Engineering~1', 'Environmental Science~1']","['Brazil~2', 'Germany~1', 'Italy~1', 'Mexico~1', 'Portugal~1']"
822,4,"['2024~1', '2023~1', '2022~2']","['Agricultural and Biological Sciences~4', 'Environmental Science~2']",[]
823,4,"['2022~1', '2021~2', '2019~1']","['Earth and Planetary Sciences~2', 'Energy~2', 'Environmental Science~2', 'Physics and Astronomy~2']","['Thailand~4', 'Canada~1']"
824,4,"['2023~2', '2021~2']","['Agricultural and Biological Sciences~4', 'Earth and Planetary Sciences~4', 'Engineering~4', 'Environmental Science~4']",[]
825,4,"['2022~2', '2021~1', '2020~1']","['Physics and Astronomy~4', 'Chemistry~2', 'Chemical Engineering~1', 'Computer Science~1', 'Materials Science~1', 'Mathematics~1']","['China~3', 'Australia~1', 'Thailand~1']"
826,4,"['2023~2', '2022~1', '2020~1']","['Computer Science~2', 'Earth and Planetary Sciences~2', 'Engineering~2', 'Physics and Astronomy~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Chemistry~1', 'Materials Science~1']","['Israel~2', 'India~1', 'Poland~1']"
827,4,"['2024~1', '2023~2', '2019~1']","['Physics and Astronomy~4', 'Engineering~3', 'Materials Science~2', 'Computer Science~1', 'Mathematics~1']",[]
828,4,"['2023~3', '2019~1']","['Environmental Science~4', 'Agricultural and Biological Sciences~2', 'Earth and Planetary Sciences~2', 'Engineering~2']","['Indonesia~2', 'Viet Nam~2']"
829,4,"['2024~1', '2020~2', '2019~1']","['Social Sciences~4', 'Business, Management and Accounting~2', 'Energy~1']","['Bahrain~1', 'Malaysia~1', 'Nigeria~1', 'Thailand~1', 'United States~1']"
830,3,"['2022~1', '2021~1', '2020~1']","['Materials Science~2', 'Chemical Engineering~1', 'Chemistry~1', 'Engineering~1', 'Physics and Astronomy~1']","['Malaysia~1', 'Saudi Arabia~1', 'Thailand~1']"
831,3,"['2024~1', '2023~2']","['Engineering~3', 'Computer Science~1', 'Energy~1', 'Mathematics~1', 'Physics and Astronomy~1', 'Social Sciences~1']","['Bangladesh~1', 'China~1', 'India~1']"
832,3,"['2024~1', '2020~1', '2018~1']","['Medicine~2', 'Agricultural and Biological Sciences~1', 'Environmental Science~1', 'Immunology and Microbiology~1']",[]
833,3,"['2023~1', '2020~2']","['Immunology and Microbiology~2', 'Medicine~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Veterinary~1']",[]
834,3,"['2024~1', '2021~1', '2019~1']","['Multidisciplinary~2', 'Earth and Planetary Sciences~1', 'Environmental Science~1']",[]
835,3,"['2022~2', '2021~1']","['Materials Science~3', 'Chemistry~2', 'Agricultural and Biological Sciences~1', 'Chemical Engineering~1']",['Thailand~3']
836,3,"['2024~1', '2021~2']","['Agricultural and Biological Sciences~2', 'Biochemistry, Genetics and Molecular Biology~1', 'Earth and Planetary Sciences~1']",[]
837,3,['2020~3'],"['Agricultural and Biological Sciences~3', 'Earth and Planetary Sciences~1']",['Viet Nam~1']
838,3,"['2024~1', '2021~2']","['Computer Science~2', 'Business, Management and Accounting~1', 'Engineering~1', 'Environmental Science~1', 'Mathematics~1', 'Social Sciences~1']","['Portugal~1', 'Turkey~1', 'Ukraine~1']"
839,3,"['2021~1', '2020~2']","['Chemistry~2', 'Agricultural and Biological Sciences~1', 'Medicine~1']",[]
840,3,"['2023~1', '2021~2']","['Agricultural and Biological Sciences~2', 'Multidisciplinary~1']","['Viet Nam~3', 'Germany~2', 'Russian Federation~2', 'Thailand~2', 'Cambodia~1', 'China~1', 'Laos~1', 'Myanmar~1', 'United States~1']"
841,3,"['2023~2', '2019~1']","['Computer Science~3', 'Engineering~1', 'Materials Science~1', 'Mathematics~1']","['Austria~1', 'Indonesia~1', 'Malaysia~1', 'Thailand~1']"
842,3,"['2024~2', '2019~1']","['Medicine~2', 'Psychology~2', 'Social Sciences~2', 'Chemical Engineering~1', 'Environmental Science~1']","['Austria~2', 'Japan~2', 'China~1', 'Thailand~1']"
843,3,"['2024~1', '2022~1', '2020~1']","['Environmental Science~2', 'Agricultural and Biological Sciences~1', 'Business, Management and Accounting~1', 'Chemical Engineering~1', 'Chemistry~1', 'Energy~1', 'Engineering~1', 'Pharmacology, Toxicology and Pharmaceutics~1']","['Canada~1', 'China~1', 'Czech Republic~1', 'Poland~1']"
844,3,"['2022~1', '2021~1', '2020~1']","['Energy~3', 'Engineering~3', 'Mathematics~2', 'Physics and Astronomy~1']","['China~1', 'Estonia~1', 'Latvia~1', 'Poland~1', 'Thailand~1', 'Ukraine~1']"
845,3,"['2022~1', '2021~1', '2020~1']","['Chemistry~3', 'Biochemistry, Genetics and Molecular Biology~2', 'Chemical Engineering~1', 'Physics and Astronomy~1']",[]
846,3,"['2023~1', '2021~1', '2019~1']","['Agricultural and Biological Sciences~2', 'Energy~2', 'Materials Science~2', 'Earth and Planetary Sciences~1', 'Environmental Science~1']","['Indonesia~1', 'Malaysia~1', 'Thailand~1']"
847,3,"['2024~1', '2021~1', '2020~1']","['Engineering~3', 'Environmental Science~3', 'Chemical Engineering~2', 'Chemistry~1']","['Thailand~2', 'Belgium~1', 'India~1']"
848,3,"['2024~1', '2023~1', '2022~1']","['Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Health Professions~1', 'Medicine~1', 'Physics and Astronomy~1']","['Brazil~3', 'Italy~2']"
849,3,"['2020~1', '2019~2']","['Biochemistry, Genetics and Molecular Biology~2', 'Economics, Econometrics and Finance~2', 'Energy~2', 'Agricultural and Biological Sciences~1']",[]
850,3,"['2022~1', '2021~1', '2020~1']","['Medicine~3', 'Agricultural and Biological Sciences~2', 'Immunology and Microbiology~2', 'Veterinary~1']",[]
851,3,"['2022~1', '2020~2']","['Engineering~3', 'Physics and Astronomy~3', 'Chemistry~2', 'Materials Science~2', 'Computer Science~1']","['China~2', 'India~1', 'Thailand~1', 'Viet Nam~1']"
852,3,"['2022~1', '2020~2']","['Agricultural and Biological Sciences~2', 'Multidisciplinary~1']","['China~1', 'Germany~1', 'Italy~1', 'Netherlands~1', 'Thailand~1']"
853,3,"['2024~1', '2023~2']","['Engineering~2', 'Materials Science~2', 'Chemical Engineering~1', 'Environmental Science~1']",[]
854,3,"['2024~1', '2022~1', '2021~1']","['Agricultural and Biological Sciences~3', 'Environmental Science~1', 'Immunology and Microbiology~1']","['Australia~1', 'China~1', 'Iran~1', 'Malaysia~1']"
855,3,"['2024~1', '2022~1', '2019~1']","['Materials Science~3', 'Energy~2', 'Chemical Engineering~1', 'Chemistry~1', 'Engineering~1']","['Thailand~3', 'Germany~1']"
856,3,"['2024~2', '2022~1']","['Agricultural and Biological Sciences~3', 'Environmental Science~1', 'Social Sciences~1']","['Australia~1', 'China~1', 'India~1', 'Philippines~1', 'South Korea~1']"
857,3,"['2024~1', '2022~1', '2020~1']",['Agricultural and Biological Sciences~3'],"['Philippines~2', 'Germany~1', 'New Zealand~1', 'Russian Federation~1', 'Viet Nam~1']"
858,3,"['2023~1', '2019~2']","['Biochemistry, Genetics and Molecular Biology~2', 'Chemistry~1', 'Computer Science~1']","['Japan~2', 'France~1', 'Germany~1', 'Italy~1', 'United States~1']"
859,3,"['2022~1', '2020~1', '2019~1']","['Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1', 'Environmental Science~1', 'Medicine~1', 'Veterinary~1']","['China~2', 'Thailand~1']"
860,3,"['2020~1', '2019~1', '2018~1']","['Engineering~3', 'Materials Science~2', 'Physics and Astronomy~2', 'Computer Science~1']",[]
861,3,"['2022~1', '2021~1', '2020~1']","['Immunology and Microbiology~2', 'Agricultural and Biological Sciences~1', 'Biochemistry, Genetics and Molecular Biology~1']",[]
862,3,"['2024~1', '2023~2']","['Computer Science~2', 'Engineering~2', 'Arts and Humanities~1', 'Materials Science~1', 'Physics and Astronomy~1', 'Social Sciences~1']","['Indonesia~1', 'Spain~1', 'Thailand~1']"
863,3,"['2024~1', '2022~1', '2020~1']","['Computer Science~2', 'Decision Sciences~2', 'Business, Management and Accounting~1', 'Mathematics~1', 'Social Sciences~1']","['India~1', 'Iran~1', 'Portugal~1']"
