order,citations_count,title,cities_link,main_link
58,52,Active coating from hydroxypropyl methylcellulose-based nanocomposite incorporated with Thai essential oils on mango (cv. Namdokmai Sithong),https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042878391,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042878391&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=57
59,52,Type of contribution: Research article catalytic activity of sewage sludge char supported Re-Ni bimetallic catalyst toward cracking/reforming of biomass tar,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042785028,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042785028&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=58
60,52,Secrecy Outage Performance Analysis for Energy Harvesting Sensor Networks with a Jammer Using Relay Selection Strategy,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85045759813,https://www.scopus.com/record/display.uri?eid=2-s2.0-85045759813&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=59
61,52,Thermal performance of heat exchanger tube inserted with curved-winglet tapes,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85032337606,https://www.scopus.com/record/display.uri?eid=2-s2.0-85032337606&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=60
62,51,Influence of process parameters on physical properties and specific mechanical energy of healthy mushroom-rice snacks and optimization of extrusion process parameters using response surface methodology,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85048769946,https://www.scopus.com/record/display.uri?eid=2-s2.0-85048769946&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=61
63,51,Lead Speciation and Association with Organic Matter in Various Particle-Size Fractions of Contaminated Soils,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047072510,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047072510&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=62
64,51,"A screen-printed carbon electrode modified with gold nanoparticles, poly(3,4-ethylenedioxythiophene), poly(styrene sulfonate) and a molecular imprint for voltammetric determination of nitrofurantoin",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046094706,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046094706&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=63
65,51,"Lipid production from a mixture of sugarcane top hydrolysate and biodiesel-derived crude glycerol by the oleaginous red yeast, Rhodosporidiobolus fluvialis",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85036497369,https://www.scopus.com/record/display.uri?eid=2-s2.0-85036497369&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=64
66,51,Physiological responses under drought stress of improved drought- Tolerant rice lines and their parents,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047668105,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047668105&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=65
67,51,Semi-active flapping foil for marine propulsion,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85033601812,https://www.scopus.com/record/display.uri?eid=2-s2.0-85033601812&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=66
68,50,Antagonistic activity against dirty panicle rice fungal pathogens and plant growth-promoting activity of bacillus amyloliquefaciens BAS23,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054528231,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054528231&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=67
69,50,Single Channel ECG for Obstructive Sleep Apnea Severity Detection Using a Deep Learning Approach,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85063236750,https://www.scopus.com/record/display.uri?eid=2-s2.0-85063236750&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=68
70,50,Red light running by young motorcyclists: Factors and beliefs influencing intentions and behavior,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85044151694,https://www.scopus.com/record/display.uri?eid=2-s2.0-85044151694&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=69
71,50,Efficiency and precision of microRNA biogenesis modes in plants,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056603362,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056603362&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=70
72,49,Synthesis of nanocrystalline NiO/ZnO heterostructured composite powders by sol-gel auto combustion method and their characterizations,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85037535079,https://www.scopus.com/record/display.uri?eid=2-s2.0-85037535079&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=71
73,49,"Effect of banana and plasticizer types on mechanical, water barrier, and heat sealability of plasticized banana-based films",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85020750639,https://www.scopus.com/record/display.uri?eid=2-s2.0-85020750639&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=72
74,47,Physical characteristics of Bangkok and its urban heat island phenomenon,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050883722,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050883722&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=73
75,46,"Experiments, modeling and scaling-up of membrane reactors for hydrogen production via steam methane reforming",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85056476275,https://www.scopus.com/record/display.uri?eid=2-s2.0-85056476275&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=74
76,46,Characterization of landfill leachates and sediments in major cities of Indochina Peninsular countries—heavy metal partitioning in municipal solid waste leachate,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85064221668,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064221668&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=75
77,46,"Characterization of frying, microwave-drying, infrared-drying, and hot-air drying on protein-enriched, instant noodle microstructure, and qualities",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042728815,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042728815&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=76
78,46,A striking new genus and species of cave-dwelling frog (Amphibia: Anura: Microhylidae: Asterophryinae) from Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042445065,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042445065&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=77
79,45,Systems thinking in practice: Participatory modeling as a foundation for Integrated Approaches to Health,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85058958608,https://www.scopus.com/record/display.uri?eid=2-s2.0-85058958608&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=78
80,45,Pyrolysis and catalytic reforming of ABS/PC and PCB using biochar and e-waste char as alternative green catalysts for oil and metal recovery,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85055276613,https://www.scopus.com/record/display.uri?eid=2-s2.0-85055276613&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=79
81,45,Smart Design on the Cyclometalated Ligands of Iridium(III) Complexes for Facile Tuning of Phosphorescence Color Spanning from Deep-Blue to Near-Infrared,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85054527343,https://www.scopus.com/record/display.uri?eid=2-s2.0-85054527343&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=80
82,45,A TaqMan RT-qPCR assay for tilapia lake virus (TiLV) detection in tilapia,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050879175,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050879175&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=81
83,45,Practical design of a diffusion-type time-temperature indicator with intrinsic low temperature dependency,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85037347625,https://www.scopus.com/record/display.uri?eid=2-s2.0-85037347625&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=82
84,44,De novo transcriptome analysis and gene expression profiling of an oleaginous microalga Scenedesmus acutus TISTR8540 during nitrogen deprivation-induced lipid accumulation,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042713976,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042713976&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=83
85,44,TiO2∙rGO nanocomposite as a photo catalyst for the reduction of Cr6+,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85050916562,https://www.scopus.com/record/display.uri?eid=2-s2.0-85050916562&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=84
86,44,"Seasonal variation in nutritional composition and anti-proliferative activity of brown seaweed, Sargassum oligocystum",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85028025416,https://www.scopus.com/record/display.uri?eid=2-s2.0-85028025416&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=85
87,43,Transepithelial transport across Caco-2 cell monolayers of angiotensin converting enzyme (ACE) inhibitory peptides derived from simulated in vitro gastrointestinal digestion of cooked chicken muscles,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85040660933,https://www.scopus.com/record/display.uri?eid=2-s2.0-85040660933&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=86
88,43,Effects of 24-epibrassinolide and the synthetic brassinosteroid mimic on chili pepper under drought,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85046825661,https://www.scopus.com/record/display.uri?eid=2-s2.0-85046825661&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=87
89,43,"All-cellulose composites from pineapple leaf microfibers: Structural, thermal, and mechanical properties",https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-84961621906,https://www.scopus.com/record/display.uri?eid=2-s2.0-84961621906&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=88
90,43,Longitudinal study of age-specific pattern of coronavirus infection in Lyle's flying fox (Pteropus lylei) in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85042584759,https://www.scopus.com/record/display.uri?eid=2-s2.0-85042584759&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=89
91,43,Disturbance observer and kalman filter based motion control realization,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041962843,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041962843&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=90
92,43,Basin-wide impacts of climate change on ecosystem services in the Lower Mekong Basin,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85030868006,https://www.scopus.com/record/display.uri?eid=2-s2.0-85030868006&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=91
93,42,Plant 24-nt reproductive phasiRNAs from intramolecular duplex mRNAs in diverse monocots,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052737568,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052737568&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=92
94,42,Smart Hydroponic Lettuce Farm using Internet of Things,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85052310931,https://www.scopus.com/record/display.uri?eid=2-s2.0-85052310931&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=93
95,41,Direct synthesis of dimethyl ether from CO2 and H2 over novel bifunctional catalysts containing CuO-ZnO-ZrO2 catalyst admixed with WOx/ZrO2 catalysts,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85047092958,https://www.scopus.com/record/display.uri?eid=2-s2.0-85047092958&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=94
96,41,Genotypic diversity of Streptococcus suis strains isolated from humans in Thailand,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85041520699,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041520699&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=95
97,41,Flavored-functional protein hydrolysates from enzymatic hydrolysis of dried squid by-products: Effect of drying method,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85011002660,https://www.scopus.com/record/display.uri?eid=2-s2.0-85011002660&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=96
98,41,Dielectric properties of rice model food systems relevant to microwave sterilization process,https://www.scopus.com/search/submit/citedby.uri?origin=resultslist&src=s&eid=2-s2.0-85031497340,https://www.scopus.com/record/display.uri?eid=2-s2.0-85031497340&origin=resultslist&sort=cp-f&src=s&sid=b761fae56c7c7610cc923d0c91ec3b72&sot=b&sdt=cl&s=AFFIL%28kasetsart+university%29&sl=27&sessionSearchId=b761fae56c7c7610cc923d0c91ec3b72&relpos=97
